ID Visitante;ID Loja;Latitude;Longitude;Mes;Ano;Total de visitas;Total semanas com visitas;Media do numero de visitas por semana;Prioridade;Tempo em loja;Jornada de trabalho diaria
5087;1744;-16,714477;-49,2695096;1;2019;3;2;1,5;3;14400;28800
5087;1745;-16,7079652;-49,2726087;1;2019;4;3;1,33;2;3600;28800
5087;1746;-16,7087796;-49,2733879;1;2019;3;2;1,5;4;3600;28800
5087;1753;-16,6178298;-49,322005;1;2019;2;2;1;3;3600;28800
5087;1756;-16,67539;-49,263428;1;2019;2;1;2;3;3600;28800
5087;1757;-16,6320056;-49,2751115;1;2019;3;3;1;5;14400;28800
5087;1758;-16,6723589;-49,2590779;1;2019;2;2;1;2;3600;28800
5087;4635;-16,7096433;-49,2721193;1;2019;2;1;2;4;3600;28800
5087;4977;-16,710448;-49,23625;1;2019;3;2;1,5;3;28800;28800
5087;5044;-16,6629917;-49,2567988;1;2019;3;2;1,5;3;3600;28800
5087;6162;-16,667086;-49,286235;1;2019;2;2;1;3;3600;28800
5087;6163;-16,668702;-49,254377;1;2019;2;2;1;3;3600;28800
5087;6164;-16,6961905;-49,2849094;1;2019;2;2;1;7;14400;28800
5087;6694;-16,6535157;-49,3303212;1;2019;2;2;1;3;3600;28800
5087;10685;-16,3091729;-50,8978269;1;2019;4;2;2;1;3600;28800
5085;252;-30,0798777;-51,1007835;1;2019;13;5;2,6;2;14400;28800
5085;10650;-29,9970295;-51,1404082;1;2019;9;5;1,8;1;7200;28800
5082;4115;-23,7602819;-53,3011283;1;2019;13;5;2,6;1;28800;28800
5082;4116;-23,7694317;-53,3164593;1;2019;14;5;2,8;1;28800;28800
5058;1235;-22,5287538;-47,3887336;1;2019;13;5;2,6;1;28800;28800
5055;117;-29,9960471;-51,1415617;1;2019;27;5;5,4;1;14400;28800
5045;500;-25,4352017;-49,3042173;1;2019;27;5;5,4;2;28800;28800
5044;1059;-2,5037689;-44,2876742;1;2019;8;2;4;3;28800;28800
5040;1743;-16,7434611;-49,2820354;1;2019;1;1;1;5;28800;28800
5040;1754;-16,7106484;-49,312041;1;2019;31;5;6,2;3;3600;28800
5035;1239;-21,1947798;-47,7566573;1;2019;4;4;1;5;7200;28800
5035;1240;-21,20543;-47,7640277;1;2019;3;3;1;3;7200;28800
5035;1242;-21,2019814;-47,7636161;1;2019;3;3;1;4;7200;28800
5035;1243;-21,1987759;-47,7675075;1;2019;2;2;1;3;3600;28800
5035;1244;-21,2034883;-47,8087912;1;2019;2;2;1;3;3600;28800
5035;1245;-21,2129744;-47,8161696;1;2019;2;1;2;4;3600;28800
5035;1246;-21,1642275;-47,8154084;1;2019;5;2;2,5;3;3600;28800
5035;1258;-21,7899285;-48,1771119;1;2019;1;1;1;3;3600;28800
5035;2850;-21,7786435;-48,1842848;1;2019;1;1;1;2;3600;28800
5035;2853;-21,7836609;-48,1940491;1;2019;2;2;1;4;3600;28800
5035;2854;-21,7633015;-48,1641327;1;2019;1;1;1;4;3600;28800
5035;2873;-21,7964386;-48,172868;1;2019;2;2;1;5;7200;28800
5035;2874;-21,7865907;-48,1576499;1;2019;2;2;1;3;3600;28800
5035;2909;-21,1558828;-47,8073161;1;2019;3;2;1,5;3;7200;28800
5035;2917;-21,187555;-47,8077307;1;2019;1;1;1;2;7200;28800
5035;2952;-21,1933395;-47,8007457;1;2019;2;1;2;2;3600;28800
5035;2954;-21,2001593;-47,8084827;1;2019;1;1;1;2;3600;28800
5035;2956;-21,1585675;-47,8077753;1;2019;2;2;1;3;7200;28800
5035;2957;-21,1930631;-47,7755848;1;2019;3;3;1;4;3600;28800
5035;2958;-21,2024464;-47,8258079;1;2019;2;2;1;3;14400;28800
5035;2960;-21,1788065;-47,7884519;1;2019;3;3;1;2;3600;28800
5035;3002;-21,5975627;-48,3674667;1;2019;1;1;1;3;3600;28800
5035;3765;-21,2059309;-47,6030463;1;2019;2;2;1;3;3600;28800
5035;4171;-21,20133723;-47,80906677;1;2019;2;2;1;2;3600;28800
5035;4172;-21,1793849;-47,7877153;1;2019;1;1;1;2;3600;28800
5035;4173;-21,1726446;-47,8128139;1;2019;1;1;1;3;3600;28800
5035;4174;-21,180174;-47,811995;1;2019;2;2;1;3;3600;28800
5035;4520;-21,2170436;-47,8236023;1;2019;1;1;1;2;3600;28800
5035;4714;-21,8172713;-48,1725383;1;2019;2;2;1;5;3600;28800
5035;4899;-21,19193443;-47,80996799;1;2019;1;1;1;2;7200;28800
5035;5143;-21,20885904;-47,76945591;1;2019;2;2;1;3;3600;28800
5035;5440;-21,1766091;-47,8089938;1;2019;2;2;1;2;3600;28800
5035;5441;-21,1923858;-47,8100928;1;2019;1;1;1;3;7200;28800
5035;6403;-21,1564109;-47,8190858;1;2019;3;2;1,5;2;14400;28800
5035;6460;-21,1188301;-47,804511;1;2019;2;2;1;3;14400;28800
5035;8622;-21,2201658;-47,8290771;1;2019;2;2;1;2;3600;28800
5035;9253;-21,6195758;-48,3566229;1;2019;1;1;1;3;3600;28800
5033;551;-23,4190222;-51,9462839;1;2019;5;5;1;4;28800;28800
5033;569;-23,4293763;-51,9708874;1;2019;22;5;4,4;1;28800;28800
5031;6785;-22,7622247;-43,445341;1;2019;27;5;5,4;1;28800;28800
5028;467;-25,4781119;-49,2886131;1;2019;27;5;5,4;2;28800;28800
5020;1236;-23,1831551;-46,90742;1;2019;1;1;1;4;28800;28800
5020;4136;-23,2103875;-46,7942922;1;2019;4;4;1;1;28800;28800
5020;6761;-23,1789431;-46,8968766;1;2019;22;5;4,4;2;28800;28800
5019;4715;-23,1143321;-46,5744815;1;2019;27;5;5,4;1;28800;28800
5012;10796;-22,328397;-49,065711;1;2019;27;5;5,4;1;28800;28800
5003;4968;-12,8986048;-38,3326098;1;2019;26;5;5,2;1;28800;28800
4997;735;-12,9734054;-38,4932666;1;2019;5;5;1;1;28800;28800
4997;741;-12,97812947;-38,45536709;1;2019;5;5;1;1;14400;28800
4997;853;-12,9794301;-38,4539186;1;2019;5;4;1,25;2;28800;28800
4997;869;-12,9981599;-38,5206349;1;2019;4;4;1;1;28800;28800
4997;879;-12,9794226;-38,4539083;1;2019;5;5;1;1;14400;28800
4997;886;-12,98042951;-38,45832825;1;2019;5;5;1;1;14400;28800
4997;915;-12,9942708;-38,4584777;1;2019;5;5;1;2;14400;28800
4997;926;-13,0050327;-38,5199433;1;2019;4;4;1;1;28800;28800
4997;4460;-13,0061769;-38,509071;1;2019;4;4;1;1;28800;28800
4997;5216;-12,9754958;-38,494629;1;2019;5;5;1;1;28800;28800
4997;8239;-12,9790729;-38,458208;1;2019;6;4;1,5;1;14400;28800
4988;806;-7,1200921;-34,8322496;1;2019;13;5;2,6;1;14400;28800
4988;807;-7,1245339;-34,8633974;1;2019;17;5;3,4;1;14400;28800
4988;5547;-7,0443676;-34,843585;1;2019;13;5;2,6;1;14400;28800
4988;8835;-7,1154595;-34,8812212;1;2019;5;5;1;1;14400;28800
4981;9244;-21,1462452;-48,9742355;1;2019;14;5;2,8;1;28800;28800
4981;10772;-21,137094;-48,9755622;1;2019;13;5;2,6;1;28800;28800
4970;366;-24,9518565;-53,4511008;1;2019;14;5;2,8;1;28800;28800
4970;374;-24,9538005;-53,4671241;1;2019;13;5;2,6;1;28800;28800
4968;1890;-19,940235;-43,977758;1;2019;1;1;1;2;7200;28800
4968;1896;-19,9398327;-43,9635657;1;2019;1;1;1;2;28800;28800
4968;1939;-19,9365058;-43,9405401;1;2019;1;1;1;3;7200;28800
4968;1975;-19,9151152;-43,9794386;1;2019;2;2;1;3;28800;28800
4968;1980;-19,9469746;-43,9503504;1;2019;1;1;1;3;28800;28800
4968;1981;-19,9316013;-43,9516854;1;2019;1;1;1;2;7200;28800
4968;1992;-19,9198962;-43,9424122;1;2019;1;1;1;2;14400;28800
4968;2000;-19,8954016;-43,9604589;1;2019;1;1;1;3;7200;28800
4968;2004;-19,8744634;-43,9770855;1;2019;1;1;1;3;7200;28800
4968;2069;-19,8908064;-43,967497;1;2019;1;1;1;4;3600;28800
4968;2072;-19,9395781;-43,9475045;1;2019;1;1;1;2;7200;28800
4968;2103;-19,8739755;-44,0191234;1;2019;1;1;1;2;28800;28800
4968;2106;-19,8856819;-44,0395657;1;2019;1;1;1;3;7200;28800
4968;2117;-19,5058322;-42,6312736;1;2019;1;1;1;3;7200;28800
4968;2124;-19,8948678;-44,0086045;1;2019;1;1;1;3;14400;28800
4968;2126;-19,9113683;-43,9685741;1;2019;1;1;1;3;28800;28800
4968;2131;-19,443995;-42,5564739;1;2019;1;1;1;3;7200;28800
4968;2156;-19,5386524;-42,6473499;1;2019;1;1;1;3;7200;28800
4968;2221;-19,891992;-44,0464003;1;2019;1;1;1;3;14400;28800
4968;4017;-19,5287574;-42,62476;1;2019;1;1;1;3;7200;28800
4968;4442;-19,9595135;-44,0599082;1;2019;1;1;1;2;3600;28800
4968;4445;-19,8807811;-44,0290217;1;2019;1;1;1;2;3600;28800
4968;4446;-19,9209686;-44,0510284;1;2019;1;1;1;2;3600;28800
4968;5188;-19,8823475;-43,9573957;1;2019;1;1;1;3;28800;28800
4968;6394;-19,5057227;-42,5712432;1;2019;1;1;1;3;14400;28800
4968;6615;-19,9031302;-44,0062881;1;2019;1;1;1;3;7200;28800
4968;6693;-19,841589;-44,025572;1;2019;1;1;1;2;7200;28800
4968;6701;-19,9169517;-44,02838588;1;2019;1;1;1;3;7200;28800
4968;6783;-19,961938;-44,049855;1;2019;1;1;1;3;28800;28800
4968;8265;-19,9995679;-43,8995167;1;2019;1;1;1;1;28800;28800
4961;2635;-22,8766241;-43,3711691;1;2019;27;5;5,4;3;7200;28800
4959;2214;-21,7264939;-43,3940649;1;2019;27;5;5,4;1;28800;28800
4958;3991;-9,7603152;-36,660859;1;2019;5;4;1,25;2;28800;28800
4958;3995;-9,7519299;-36,6598937;1;2019;6;5;1,2;2;28800;28800
4958;6989;-9,7535624;-36,6634561;1;2019;5;5;1;2;28800;28800
4958;7745;-9,7515067;-36,6602129;1;2019;5;5;1;1;7200;28800
4958;7747;-9,7537706;-36,6619952;1;2019;5;5;1;1;7200;28800
4958;9283;-9,7526928;-36,6546666;1;2019;4;4;1;2;28800;28800
4958;10570;-9,7536731;-36,6604333;1;2019;5;5;1;1;14400;28800
4958;10571;-9,7536731;-36,6604333;1;2019;6;5;1,2;1;14400;28800
4958;10572;-9,7575447;-36,6526626;1;2019;4;4;1;1;14400;28800
4958;10573;-9,7519373;-36,6586821;1;2019;5;4;1,25;1;14400;28800
4958;10574;-9,7503518;-36,6623236;1;2019;4;4;1;1;7200;28800
4958;10575;-9,7336487;-36,6547411;1;2019;4;4;1;1;7200;28800
4947;1891;-19,8729698;-43,9877935;1;2019;13;5;2,6;1;28800;28800
4947;2123;-19,87487;-43,9928758;1;2019;14;5;2,8;1;28800;28800
4937;6450;-22,9009052;-48,448956;1;2019;27;5;5,4;1;28800;28800
4935;1703;-17,8057943;-50,9219455;1;2019;13;5;2,6;2;14400;28800
4935;5286;-17,7982906;-50,9338917;1;2019;14;5;2,8;1;7200;28800
4935;10777;-17,809879;-50,926263;1;2019;1;1;1;2;14400;28800
4919;1306;-23,521676;-46,598829;1;2019;27;5;5,4;1;28800;28800
4918;1231;-23,0175396;-46,8412638;1;2019;17;5;3,4;1;28800;28800
4918;5050;-23,006805;-46,8360974;1;2019;7;4;1,75;1;28800;28800
4918;6718;-23,004915;-46,8458973;1;2019;4;4;1;3;28800;28800
4917;3044;-23,0113216;-46,8425828;1;2019;24;5;4,8;1;28800;28800
4917;6718;-23,004915;-46,8458973;1;2019;3;3;1;1;28800;28800
4908;1575;-15,829537;-47,95546;1;2019;27;5;5,4;2;28800;28800
4893;2340;-22,9146758;-43,1871702;1;2019;27;5;5,4;1;28800;28800
4889;1065;-2,5019149;-44,2280645;1;2019;15;5;3;1;28800;28800
4889;6582;-2,5126688;-44,2254347;1;2019;13;5;2,6;1;28800;28800
4874;524;-23,2855553;-51,1513621;1;2019;2;2;1;2;28800;28800
4874;529;-23,3114891;-51,1479726;1;2019;4;2;2;2;28800;28800
4874;544;-23,2937;-51,1411176;1;2019;21;4;5,25;2;28800;28800
4872;4364;-21,7604015;-43,3481562;1;2019;13;5;2,6;1;28800;28800
4872;4529;-21,74001;-43,371286;1;2019;9;5;1,8;1;28800;28800
4872;9085;-21,2219935;-43,7724508;1;2019;5;5;1;1;28800;28800
4871;1730;-16,6925414;-49,2715186;1;2019;27;5;5,4;2;28800;28800
4870;823;-3,7408358;-38,607162;1;2019;27;5;5,4;1;28800;28800
4869;1672;-20,4527793;-54,5942674;1;2019;8;2;4;2;28800;28800
4869;5719;-20,438994;-54,598084;1;2019;19;4;4,75;1;28800;28800
4860;838;-3,7272624;-38,493749;1;2019;27;5;5,4;1;28800;28800
4860;966;-3,7683002;-38,5729778;1;2019;1;1;1;3;28800;28800
4860;989;-3,8032001;-38,5736865;1;2019;1;1;1;4;28800;28800
4859;4732;-21,1362751;-48,9684787;1;2019;14;5;2,8;1;28800;28800
4859;4754;-21,1553408;-48,984275;1;2019;13;5;2,6;1;28800;28800
4857;1067;-2,5651719;-44,2293329;1;2019;27;5;5,4;1;28800;28800
4856;3308;-20,9573932;-48,4718347;1;2019;21;5;4,2;1;28800;28800
4856;3309;-20,9498237;-48,4930043;1;2019;6;3;2;1;28800;28800
4851;1688;-15,6388865;-56,1019994;1;2019;6;1;6;5;3600;28800
4850;935;-3,7732032;-38,5877911;1;2019;4;3;1,33;1;28800;28800
4850;1019;-3,8005708;-38,5879977;1;2019;11;5;2,2;1;28800;28800
4850;1024;-3,7147877;-38,5646635;1;2019;2;2;1;4;28800;28800
4850;1028;-3,7428832;-38,5597824;1;2019;14;5;2,8;1;28800;28800
4849;779;-3,8566411;-38,4709052;1;2019;3;1;3;3;28800;28800
4849;937;-3,7316848;-38,5417313;1;2019;1;1;1;3;28800;28800
4849;995;-3,7822592;-38,5396621;1;2019;9;3;3;7;14400;28800
4849;4109;-3,800019;-38,479257;1;2019;5;5;1;1;28800;28800
4849;6465;-3,782647;-38,51488;1;2019;5;5;1;2;28800;28800
4849;10684;-3,737094115;-38,48411754;1;2019;5;5;1;1;28800;28800
4848;1272;-18,9025915;-48,2789811;1;2019;1;1;1;3;28800;28800
4848;3064;-18,9015313;-48,2677788;1;2019;6;3;2;2;28800;28800
4848;4494;-18,9072452;-48,3208;1;2019;4;2;2;3;28800;28800
4848;5141;-18,9029268;-48,2328702;1;2019;5;3;1,67;1;28800;28800
4848;5474;-18,8894797;-48,2820769;1;2019;9;3;3;1;28800;28800
4848;5476;-18,9444766;-48,235184;1;2019;2;2;1;1;28800;28800
4842;3540;-23,547982;-47,185403;1;2019;10;5;2;1;28800;28800
4842;3695;-23,532611;-47,13609;1;2019;12;4;3;1;28800;28800
4842;5481;-23,5314531;-47,1348487;1;2019;5;5;1;1;28800;28800
4840;938;-3,7783686;-38,5646357;1;2019;27;5;5,4;1;28800;28800
4837;2737;-22,8611083;-47,2156716;1;2019;14;5;2,8;1;28800;28800
4837;2738;-22,9010881;-47,1729639;1;2019;17;5;3,4;1;28800;28800
4836;2899;-21,1852934;-47,8198116;1;2019;15;5;3;1;28800;28800
4836;2902;-21,1923176;-47,8020782;1;2019;9;3;3;1;28800;28800
4836;2910;-21,2070446;-47,7924999;1;2019;2;1;2;2;28800;28800
4836;2919;-21,1239557;-47,8086906;1;2019;1;1;1;3;28800;28800
4832;1056;-2,5490665;-44,2666663;1;2019;27;5;5,4;2;28800;28800
4831;983;-3,7553914;-38,5395362;1;2019;27;5;5,4;2;28800;28800
4827;4330;-25,5120267;-48,5082959;1;2019;27;5;5,4;1;28800;28800
4824;3801;-3,1052683;-60,0113585;1;2019;4;3;1,33;2;28800;28800
4824;3803;-3,0940647;-60,0220013;1;2019;2;2;1;2;14400;28800
4824;3813;-3,0521772;-60,0260889;1;2019;3;3;1;3;3600;28800
4824;3816;-3,0356048;-59,9954066;1;2019;2;2;1;3;3600;28800
4824;3818;-3,0410407;-59,9440512;1;2019;2;2;1;2;28800;28800
4824;3824;-3,0303333;-59,9759308;1;2019;2;2;1;3;3600;28800
4824;3826;-3,0875449;-60,0367419;1;2019;4;4;1;3;7200;28800
4824;3828;-3,1087509;-59,9804599;1;2019;1;1;1;3;28800;28800
4824;3834;-3,0318219;-59,9863306;1;2019;1;1;1;2;28800;28800
4824;3842;-3,0350751;-59,9928939;1;2019;2;2;1;3;7200;28800
4824;3844;-3,1105421;-60,0509374;1;2019;1;1;1;2;14400;28800
4824;3845;-3,0898519;-60,0560114;1;2019;2;1;2;3;14400;28800
4824;3850;-3,1070919;-60,0236857;1;2019;1;1;1;2;3600;28800
4824;3851;-3,1067807;-60,0237494;1;2019;2;2;1;2;28800;28800
4824;3852;-3,1049775;-60,0230401;1;2019;2;2;1;2;3600;28800
4824;3855;-3,071262;-59,9261307;1;2019;2;2;1;2;14400;28800
4824;3857;-3,0326549;-59,9881625;1;2019;1;1;1;2;3600;28800
4824;3858;-3,0350866;-59,966649;1;2019;1;1;1;2;28800;28800
4824;3864;-3,1192769;-59,9817853;1;2019;1;1;1;3;3600;28800
4824;4618;-3,0720632;-60,0527552;1;2019;1;1;1;2;3600;28800
4824;4684;-3,0357872;-60,0011229;1;2019;1;1;1;2;28800;28800
4824;5713;-3,0549952;-60,0291817;1;2019;4;3;1,33;2;14400;28800
4824;6594;-3,071037;-60,04672;1;2019;1;1;1;2;28800;28800
4824;7246;-3,106732;-60,008163;1;2019;2;1;2;2;3600;28800
4824;7250;-3,002782;-59,9811033;1;2019;1;1;1;2;28800;28800
4824;7370;-3,076158;-60,0816474;1;2019;2;2;1;1;28800;28800
4824;7379;-3,076158;-60,0816474;1;2019;2;2;1;2;3600;28800
4823;2370;-22,8344945;-43,3185347;1;2019;2;1;2;3;28800;28800
4823;2407;-22,8578864;-43,3702212;1;2019;2;2;1;3;3600;28800
4823;2505;-22,8478914;-43,3056197;1;2019;2;2;1;3;3600;28800
4823;2508;-22,8711603;-43,3367485;1;2019;2;2;1;3;14400;28800
4823;2509;-22,8547099;-43,3241425;1;2019;1;1;1;2;28800;28800
4823;2510;-22,8423551;-43,3750233;1;2019;3;3;1;2;3600;28800
4823;2528;-22,8526828;-43,3129691;1;2019;2;2;1;3;3600;28800
4823;2535;-22,8322877;-43,327098;1;2019;6;4;1,5;6;3600;28800
4823;2536;-22,8324272;-43,3288694;1;2019;5;4;1,25;5;7200;28800
4823;2642;-22,865005;-43,2937489;1;2019;1;1;1;3;28800;28800
4823;2677;-22,8493472;-43,3117899;1;2019;3;3;1;3;28800;28800
4823;2697;-22,8451937;-43,3724605;1;2019;3;3;1;3;3600;28800
4823;10545;-22,826981;-43,338848;1;2019;4;3;1,33;3;14400;28800
4820;2286;-19,8762752;-44,9958926;1;2019;14;5;2,8;1;28800;28800
4820;7272;-19,74485287;-45,25946617;1;2019;13;5;2,6;1;28800;28800
4819;2996;-22,2255879;-49,9330047;1;2019;27;5;5,4;1;28800;28800
4817;6091;-24,0278469;-52,3643804;1;2019;14;5;2,8;1;28800;28800
4817;6092;-24,0461897;-52,3941851;1;2019;13;5;2,6;1;28800;28800
4810;1812;-22,5207924;-44,0814435;1;2019;13;5;2,6;1;28800;28800
4810;5177;-22,5431758;-44,0735588;1;2019;14;5;2,8;1;28800;28800
4797;2832;-22,3209336;-49,0254178;1;2019;14;5;2,8;1;28800;28800
4797;3602;-22,344436;-48,794336;1;2019;13;5;2,6;1;28800;28800
4795;1703;-17,8057943;-50,9219455;1;2019;27;5;5,4;1;28800;28800
4794;1638;-15,7353391;-47,9051601;1;2019;10;4;2,5;6;7200;28800
4794;1640;-15,733993;-47,9006179;1;2019;17;5;3,4;1;28800;28800
4793;5042;-25,51614;-49,18111;1;2019;27;5;5,4;1;28800;28800
4790;1424;-23,6905356;-46,5741709;1;2019;27;5;5,4;1;28800;28800
4788;4967;-21,52676305;-42,63564348;1;2019;9;5;1,8;1;28800;28800
4788;5032;-21,526678;-42,634042;1;2019;9;5;1,8;1;28800;28800
4788;5668;-21,53325021;-42,6369524;1;2019;9;5;1,8;1;28800;28800
4786;1020;-3,7546084;-38,5560916;1;2019;1;1;1;3;28800;28800
4786;1022;-3,73279397;-38,48836899;1;2019;2;1;2;4;14400;28800
4786;1024;-3,7147877;-38,5646635;1;2019;7;3;2,33;1;28800;28800
4786;4201;-3,8079814;-38,4728193;1;2019;5;2;2,5;1;28800;28800
4786;4544;-3,8804467;-38,6249316;1;2019;6;3;2;1;28800;28800
4786;10548;-3,742455;-38,479253;1;2019;11;3;3,67;1;28800;28800
4776;2308;-22,9361136;-43,3715273;1;2019;5;4;1,25;2;3600;28800
4776;2352;-22,8869988;-43,2851265;1;2019;1;1;1;4;3600;28800
4776;2429;-22,8830646;-43,3430159;1;2019;1;1;1;3;3600;28800
4776;2513;-22,8826362;-43,3394344;1;2019;1;1;1;4;28800;28800
4776;2544;-22,8842907;-43,2838822;1;2019;1;1;1;3;3600;28800
4776;2615;-22,8811932;-43,3420542;1;2019;1;1;1;4;3600;28800
4776;2629;-22,9167434;-43,3776982;1;2019;2;2;1;3;3600;28800
4776;2635;-22,8766241;-43,3711691;1;2019;2;2;1;4;28800;28800
4776;2637;-22,9141426;-43,3742058;1;2019;1;1;1;3;7200;28800
4776;2644;-22,9457892;-43,3398644;1;2019;4;3;1,33;1;28800;28800
4776;2650;-22,9241737;-43,3736492;1;2019;2;2;1;2;28800;28800
4776;2653;-22,9278735;-43,3583773;1;2019;1;1;1;2;3600;28800
4776;2654;-22,9287762;-43,3937696;1;2019;1;1;1;2;28800;28800
4776;2662;-22,9430967;-43,3412057;1;2019;4;3;1,33;5;7200;28800
4776;4126;-22,9413189;-43,3419823;1;2019;4;3;1,33;1;3600;28800
4776;5069;-22,8829852;-43,2903167;1;2019;2;2;1;3;28800;28800
4776;10557;-22,9408051;-43,3672209;1;2019;5;4;1,25;2;3600;28800
4773;3009;-23,1924311;-46,9092899;1;2019;17;5;3,4;1;28800;28800
4773;3600;-23,1699549;-46,8928905;1;2019;10;5;2;1;28800;28800
4772;1270;-18,9114605;-48,258315;1;2019;27;5;5,4;1;28800;28800
4768;5128;-23,5899051;-46,5448497;1;2019;18;5;3,6;1;28800;28800
4768;10655;-23,612262;-46,4802488;1;2019;9;5;1,8;1;28800;28800
4763;596;-25,0935897;-50,1736403;1;2019;1;1;1;3;28800;28800
4763;601;-25,1061061;-50,1621625;1;2019;1;1;1;2;28800;28800
4763;610;-25,0943115;-50,1573186;1;2019;20;5;4;1;28800;28800
4763;612;-25,1033231;-50,1990715;1;2019;6;5;1,2;3;28800;28800
4749;3716;-18,9393445;-46,9909775;1;2019;19;5;3,8;1;28800;28800
4749;6799;-18,9420111;-46,9985166;1;2019;8;4;2;1;28800;28800
4748;2220;-22,8717929;-42,335284;1;2019;10;5;2;1;28800;28800
4748;6583;-22,842982;-42,069144;1;2019;17;5;3,4;1;28800;28800
4747;1089;-7,2183086;-35,8805282;1;2019;14;5;2,8;2;28800;28800
4747;1090;-7,2347651;-35,8681201;1;2019;9;5;1,8;2;14400;28800
4747;1091;-7,2340255;-35,8695235;1;2019;27;5;5,4;1;14400;28800
4735;1519;-23,5373856;-46,2954146;1;2019;27;5;5,4;1;28800;28800
4734;6711;-23,43855112;-46,43758893;1;2019;27;5;5,4;1;28800;28800
4723;2819;-22,6487033;-50,4337498;1;2019;22;5;4,4;1;28800;28800
4723;2820;-22,6530865;-50,4154652;1;2019;5;5;1;1;28800;28800
4722;3794;-21,2954487;-50,3426512;1;2019;9;5;1,8;1;28800;28800
4722;4546;-21,3033491;-50,3508997;1;2019;18;5;3,6;1;28800;28800
4720;3063;-18,8962397;-48,262226;1;2019;13;5;2,6;1;28800;28800
4720;10611;-18,92947767;-48,32265615;1;2019;14;5;2,8;1;28800;28800
4715;2327;-22,7748541;-43,3969305;1;2019;27;5;5,4;2;28800;28800
4709;1821;-22,3769793;-41,7817923;1;2019;14;5;2,8;1;28800;28800
4709;1822;-22,3971269;-41,7902623;1;2019;13;5;2,6;1;28800;28800
4708;2488;-22,8149717;-43,0697081;1;2019;13;5;2,6;2;28800;28800
4708;2490;-22,8207431;-42,9997148;1;2019;15;5;3;3;14400;28800
4708;2581;-22,8892612;-43,114488;1;2019;1;1;1;6;28800;28800
